TF,Target
REST,BBC3
REST,CADPS
REST,CDH23
REST,CHD9
REST,CHRNB2
REST,CHST8
REST,CNTNAP2
REST,CYP4F8
REST,DENND1A
REST,DNM1
REST,ELAVL3
REST,EPAS1
REST,GABRB3
REST,GPRIN1
REST,GSN
REST,HES1
REST,HPCA
REST,KCNMA1
REST,LHX3
REST,LTBP4
REST,MAPK8IP1
REST,NFASC
REST,NFATC2
REST,NLRP1
REST,NPDC1
REST,NPPB
REST,NRXN1
REST,NXPH1
REST,PLEC
REST,PRSS27
REST,PTK2B
REST,RBFOX3
REST,RNF213
REST,RPH3A
REST,RYR1
REST,SCAMP5
REST,SCRT1
REST,SEC14L1
REST,SEZ6
REST,SH2D3C
REST,SLC8A2
REST,SOGA3
REST,SPTBN4
REST,STMN2
REST,STMN3
REST,SYN1
REST,SYNDIG1L
REST,TKT
REST,TMEM178B
REST,TMEM181
REST,VIP
REST,XXYLT1
REST,ZNF638
RFX1,ADGRG1
RFX1,ARMC9
RFX1,BAIAP3
RFX1,BTBD3
RFX1,CAMK2A
RFX1,CBX8
RFX1,CEP112
RFX1,CFAP20
RFX1,CRIP2
RFX1,DIS3L2
RFX1,DSE
RFX1,EHD1
RFX1,FGF1
RFX1,FHAD1
RFX1,GPR137
RFX1,IP6K2
RFX1,IQCH
RFX1,ITFG2
RFX1,KIAA0556
RFX1,LY6G5C
RFX1,MAPRE2
RFX1,PDE4A
RFX1,PSMB7
RFX1,RFX2
RFX1,RIIAD1
RFX1,SPATA2
RFX1,SREK1
RFX1,SWSAP1
RFX1,SYNGAP1
RFX1,TP53BP1
RFX1,TRIT1
RFX1,ZDHHC1
RFX1,ZNF398
RFX2,BAIAP3
RFX2,CFAP61
RFX2,DPCD
RFX2,ENDOV
RFX2,ENKUR
RFX2,KIAA0753
RFX2,MAPK10
RFX2,MAPRE2
RFX2,MAPRE3
RFX2,PACRGL
RFX2,PDE4A
RFX2,PICK1
RFX2,POLL
RFX2,POLRMT
RFX2,PRKCG
RFX2,STRN4
RFX2,TBCEL
RFX2,THAP10
RFX2,TTC23L
RFX2,TTC30B
RFX2,TXNDC17
RFX5,ABAT
RFX5,ABCC1
RFX5,ALDOA
RFX5,AP2S1
RFX5,ARAP1
RFX5,ARVCF
RFX5,B2M
RFX5,BCAT2
RFX5,BRD2
RFX5,BTN3A3
RFX5,CABIN1
RFX5,CDK2AP2
RFX5,CDNF
RFX5,CEP120
RFX5,COMMD1
RFX5,DDIT4
RFX5,DPCD
RFX5,EML1
RFX5,EML2
RFX5,GATAD2A
RFX5,GNL1
RFX5,GSTCD
RFX5,GTF2I
RFX5,HAUS5
RFX5,HNRNPUL2
RFX5,IQCG
RFX5,KDM6B
RFX5,LMNA
RFX5,MACF1
RFX5,MAP2K3
RFX5,MAP4K4
RFX5,MAPK10
RFX5,MAPRE2
RFX5,MARCHF10
RFX5,MCM7
RFX5,MKNK2
RFX5,MRPS27
RFX5,MVK
RFX5,NXPH4
RFX5,PALM2AKAP2
RFX5,PARD6B
RFX5,PARN
RFX5,PC
RFX5,PDE4A
RFX5,PER1
RFX5,PIK3R2
RFX5,PNRC1
RFX5,PPP2R1B
RFX5,PSMB9
RFX5,PSMD3
RFX5,PTPN13
RFX5,RAB4B
RFX5,RHNO1
RFX5,RHOF
RFX5,SOX12
RFX5,SULT2B1
RFX5,SYBU
RFX5,TAP2
RFX5,THADA
RFX5,TMEM231
RFX5,TOP2B
RFX5,TPP1
RFX5,TRAK1
RFX5,TRIM26
RFX5,TTC7A
RFX5,TTC9C
RFX5,VPS26C
RFX5,WIPF2
RFX5,ZNF672
RORA,APOA5
RUNX1,AAK1
RUNX1,ABCA4
RUNX1,ABCB4
RUNX1,ABCC1
RUNX1,ABTB2
RUNX1,ARPP21
RUNX1,ASB1
RUNX1,BARD1
RUNX1,BDH1
RUNX1,BPI
RUNX1,C1QTNF9B
RUNX1,C6orf118
RUNX1,CACNA1C
RUNX1,CAP1
RUNX1,CASS4
RUNX1,CCM2
RUNX1,CD1A
RUNX1,CDC14A
RUNX1,CDC16
RUNX1,CDH20
RUNX1,CDK5RAP2
RUNX1,CDKAL1
RUNX1,CEMIP2
RUNX1,CFAP61
RUNX1,CHL1
RUNX1,CLDN10
RUNX1,CMIP
RUNX1,CMTM7
RUNX1,COL4A3
RUNX1,CYP4X1
RUNX1,CYTIP
RUNX1,DENND3
RUNX1,DGCR8
RUNX1,DLC1
RUNX1,DOCK10
RUNX1,DOCK9
RUNX1,DTHD1
RUNX1,EFNA5
RUNX1,ELL
RUNX1,EPHA6
RUNX1,ERCC6L2
RUNX1,ERG
RUNX1,ETS1
RUNX1,FRMD6
RUNX1,FYN
RUNX1,GLIPR1L2
RUNX1,GM2A
RUNX1,GPR107
RUNX1,GPR12
RUNX1,GRHL3
RUNX1,H6PD
RUNX1,HDAC9
RUNX1,HECTD1
RUNX1,HGD
RUNX1,HHLA2
RUNX1,HNRNPUL1
RUNX1,IFNGR1
RUNX1,IL1RAP
RUNX1,IL7R
RUNX1,ITGA6
RUNX1,JKAMP
RUNX1,KCNN3
RUNX1,KDM8
RUNX1,KLHL29
RUNX1,KRR1
RUNX1,LCP1
RUNX1,LIMS1
RUNX1,LINC02693
RUNX1,LITAF
RUNX1,LYN
RUNX1,MARF1
RUNX1,MCC
RUNX1,MICAL2
RUNX1,MPZL1
RUNX1,MTA3
RUNX1,MYO3B
RUNX1,NAV2
RUNX1,NEDD4L
RUNX1,NEK6
RUNX1,NFYC
RUNX1,PACS1
RUNX1,PALLD
RUNX1,PDE4B
RUNX1,PDZK1
RUNX1,PFKP
RUNX1,PIK3AP1
RUNX1,PIM1
RUNX1,PLA2G4E
RUNX1,POU2F2
RUNX1,PTCH1
RUNX1,PTTG1IP
RUNX1,RAB27A
RUNX1,RAPGEF4
RUNX1,RBMS1
RUNX1,RNASE10
RUNX1,RNF43
RUNX1,RPS3A
RUNX1,SCRN1
RUNX1,SH3BP2
RUNX1,SHPRH
RUNX1,SLC25A24
RUNX1,SLC25A46
RUNX1,SORL1
RUNX1,STAT3
RUNX1,SVIL
RUNX1,TASOR
RUNX1,TCF7
RUNX1,TCP11L1
RUNX1,TFDP2
RUNX1,TIMM23B
RUNX1,TLDC2
RUNX1,TMEM182
RUNX1,TMEM99
RUNX1,TNS1
RUNX1,TOP1MT
RUNX1,TOX
RUNX1,TRABD2A
RUNX1,TRAF3IP3
RUNX1,UBASH3B
RUNX1,UBE3D
RUNX1,ULK4
RUNX1,UMODL1
RUNX1,WDR27
RUNX1,WNT5B
RUNX1,XXYLT1
RUNX1,YIPF7
RUNX1,ZNF827
RUNX1,ZPLD1
RUNX2,AFF3
RUNX2,ALCAM
RUNX2,AMPD3
RUNX2,ANKRD44
RUNX2,APP
RUNX2,ATP8B4
RUNX2,CACNA1C
RUNX2,CBLB
RUNX2,CDH11
RUNX2,CHN2
RUNX2,COL14A1
RUNX2,CSGALNACT1
RUNX2,CUEDC1
RUNX2,DOCK10
RUNX2,DOCK2
RUNX2,DPYD
RUNX2,ETS1
RUNX2,FARP1
RUNX2,FAT1
RUNX2,GLI3
RUNX2,GRAMD2B
RUNX2,GULP1
RUNX2,HMCN1
RUNX2,ITPR1
RUNX2,KIAA1217
RUNX2,LRIG1
RUNX2,MAPKAP1
RUNX2,MET
RUNX2,MICAL2
RUNX2,MID1
RUNX2,MRPS27
RUNX2,MYOF
RUNX2,NABP1
RUNX2,NEDD4L
RUNX2,NRG1
RUNX2,OSBPL3
RUNX2,PACSIN2
RUNX2,PAPPA
RUNX2,PBX1
RUNX2,PIP4K2A
RUNX2,PLCB1
RUNX2,PPARG
RUNX2,PTK2
RUNX2,PTPRM
RUNX2,RBMS3
RUNX2,RFTN1
RUNX2,SEMA5A
RUNX2,SVIL
RUNX2,TBXAS1
RUNX2,TCF4
RUNX2,TENM2
RUNX2,TIAM2
RUNX2,TLE4
RUNX2,TNS1
RUNX2,TPRG1
RUNX2,TSPAN5
RUNX2,WIPF1
RUNX2,WNT5B
RUNX3,AFF3
RUNX3,AMPD3
RUNX3,ARHGAP10
RUNX3,ARID1A
RUNX3,ARID5B
RUNX3,ARNTL
RUNX3,BATF
RUNX3,BCL11A
RUNX3,BCR
RUNX3,BLK
RUNX3,BTLA
RUNX3,CACNA1E
RUNX3,CACNB4
RUNX3,CAMK4
RUNX3,CCDC88C
RUNX3,CD226
RUNX3,CD44
RUNX3,CD86
RUNX3,CDC42SE2
RUNX3,CDKAL1
RUNX3,CDYL
RUNX3,CLNK
RUNX3,CMTM7
RUNX3,CXCR4
RUNX3,CYTH1
RUNX3,DOCK10
RUNX3,ERN1
RUNX3,ETS1
RUNX3,GRAP2
RUNX3,HDAC4
RUNX3,HDAC9
RUNX3,IKZF1
RUNX3,IKZF3
RUNX3,IL10RA
RUNX3,IL16
RUNX3,IL21R
RUNX3,INPP5D
RUNX3,IQSEC1
RUNX3,IRF4
RUNX3,ITK
RUNX3,ITPR1
RUNX3,JARID2
RUNX3,KCNN3
RUNX3,KLHL6
RUNX3,KLRD1
RUNX3,LAPTM5
RUNX3,LEF1
RUNX3,LRMP
RUNX3,LYN
RUNX3,MAPKAP1
RUNX3,METTL8
RUNX3,MLLT3
RUNX3,NAV2
RUNX3,NEDD4L
RUNX3,NFATC2
RUNX3,NRCAM
RUNX3,OSBPL3
RUNX3,P2RY8
RUNX3,PACSIN2
RUNX3,PDE4B
RUNX3,PIK3R5
RUNX3,PLCG2
RUNX3,PLCL2
RUNX3,PMAIP1
RUNX3,POU2AF1
RUNX3,POU2F2
RUNX3,PREX1
RUNX3,PRKCB
RUNX3,PRR5L
RUNX3,PTK2
RUNX3,PTK2B
RUNX3,RHOH
RUNX3,RIN3
RUNX3,SAMSN1
RUNX3,SEMA4D
RUNX3,SKAP1
RUNX3,SLAMF1
RUNX3,SMAD3
RUNX3,SMG6
RUNX3,SP140
RUNX3,ST6GAL1
RUNX3,ST8SIA4
RUNX3,STK10
RUNX3,SYNE1
RUNX3,TCTN1
RUNX3,TIAM2
RUNX3,UXS1
RUNX3,WIPF1
RUNX3,XXYLT1
RXRA,ACTN1
RXRA,ADAP1
RXRA,AHNAK
RXRA,ANK3
RXRA,APOA5
RXRA,ATP2B2
RXRA,C20orf204
RXRA,CPT1C
RXRA,CTDSP1
RXRA,CYP1A1
RXRA,CYP27A1
RXRA,DHRS3
RXRA,FOXP1
RXRA,GALNT2
RXRA,GSE1
RXRA,HPCAL1
RXRA,JADE2
RXRA,KAZN
RXRA,KLF13
RXRA,KSR1
RXRA,LRP5
RXRA,MAD1L1
RXRA,MAPKAP1
RXRA,MBNL3
RXRA,MET
RXRA,MKNK2
RXRA,MOB3A
RXRA,MTUS1
RXRA,MYLK
RXRA,NACC2
RXRA,NDST1
RXRA,NFIA
RXRA,NFIC
RXRA,NR2F6
RXRA,NREP
RXRA,PDGFC
RXRA,PHACTR2
RXRA,PLCB1
RXRA,PLIN5
RXRA,PLXNA2
RXRA,PLXNB2
RXRA,PTPRF
RXRA,RAI14
RXRA,RBPJ
RXRA,RERE
RXRA,RHO
RXRA,SCAP
RXRA,SEPTIN9
RXRA,SKI
RXRA,SLC25A6
RXRA,SMAD3
RXRA,SPATS2
RXRA,SULT2B1
RXRA,TCEA2
RXRA,TFEB
RXRA,TLN2
RXRA,TNIP1
RXRA,TNS3
RXRA,TP53INP2
RXRA,VMP1
RXRA,VPS54
RXRA,ZBTB7B
RXRA,ZMIZ1
RXRA,ZNF395
RXRB,ANGPTL4
RXRB,APOA5
RXRB,CPT1C
RXRB,CYP27A1
RXRB,PLIN5
RXRB,SORBS1
RXRG,ANGPTL4
RXRG,APOA5
RXRG,APOC3
RXRG,CPT1C
RXRG,PCK1
RXRG,PLIN5
RXRG,SORBS1
SALL4,POU5F1
SATB1,FOXP2
SATB1,FRYL
SATB1,JMY
SATB1,NUMA1
SATB1,SAMD12
SATB1,TMEM245
SATB1,ZBTB44
SATB1,ZNF827
SIX2,CABLES1
SIX2,CCDC80
SIX2,CLDN14
SIX2,CLVS1
SIX2,CNTN5
SIX2,COL13A1
SIX2,CPNE4
SIX2,CTNNA2
SIX2,DCLK1
SIX2,DOCK9
SIX2,DPP6
SIX2,ETV1
SIX2,ETV6
SIX2,FBLN1
SIX2,FGFR2
SIX2,FRMD4B
SIX2,GALNT10
SIX2,GSE1
SIX2,ITPR1
SIX2,KANK1
SIX2,KAZN
SIX2,KIAA1217
SIX2,LTBP1
SIX2,MTSS1
SIX2,MYCBP2
SIX2,NEDD4L
SIX2,NRG1
SIX2,NRXN1
SIX2,PRKCH
SIX2,RIMS2
SIX2,SIX1
SIX2,SYNE1
SIX2,TBC1D1
SIX2,THSD4
SIX2,TRAPPC9
SIX2,TTC39B
SIX2,ZBTB7C
SIX2,ZMIZ1
SIX5,APBA3
SIX5,BAHCC1
SIX5,BCAT2
SIX5,BOLA1
SIX5,FAM168A
SIX5,FUZ
SIX5,IRF2BP1
SIX5,MAF1
SIX5,MAMSTR
SIX5,MED25
SIX5,MGRN1
SIX5,NME4
SIX5,RFX1
SIX5,SCRIB
SIX5,SH2B1
SIX5,SLC4A2
SIX5,SPHK2
SIX5,TBC1D17
SIX5,TCEA2
SIX5,THAP11
SIX5,TSPAN4
SIX5,ZNF219
SIX5,ZNF500
SIX5,ZNF524
SIX5,ZNF837
SMAD1,ARHGEF3
SMAD1,ARID1A
SMAD1,CTNNB1
SMAD1,IGF2R
SMAD1,LYN
SMAD1,MRPS27
SMAD1,STK32B
SMAD1,TANC1
SMAD1,XPO7
SMAD1,ZNF521
SMAD3,ABCA4
SMAD3,AFAP1
SMAD3,ANK3
SMAD3,ARHGAP42
SMAD3,ARHGEF3
SMAD3,CAMK2D
SMAD3,CHD2
SMAD3,CHST15
SMAD3,EMP1
SMAD3,ETS2
SMAD3,FNDC3B
SMAD3,GFPT2
SMAD3,HIVEP2
SMAD3,HRH1
SMAD3,IGF2BP2
SMAD3,IL12RB1
SMAD3,KCNJ15
SMAD3,KDM4C
SMAD3,LTBP4
SMAD3,MACF1
SMAD3,MBP
SMAD3,MED15
SMAD3,MID1
SMAD3,MPRIP
SMAD3,MYLK
SMAD3,NABP1
SMAD3,NFATC2
SMAD3,PACS1
SMAD3,PHLDB2
SMAD3,PLCB4
SMAD3,PLEKHA7
SMAD3,PXN
SMAD3,RBMS1
SMAD3,RPGR
SMAD3,RUNX1
SMAD3,SAMD4A
SMAD3,SH3KBP1
SMAD3,SLC25A37
SMAD3,SMAD6
SMAD3,SMURF1
SMAD3,SYNJ2
SMAD3,SYTL2
SMAD3,TACC2
SMAD3,TBC1D1
SMAD3,TCF7L2
SMAD3,TGIF1
SMAD3,TIAM2
SMAD3,TJP2
SMAD3,TLE3
SMAD3,TNFRSF1A
SMAD3,TNIP1
SMAD3,TPCN1
SMAD3,ZBTB20
SMAD3,ZFP36L1
SMAD3,ZFP36L2
SMAD3,ZSWIM6
SMAD4,AFF1
SMAD4,ARID1B
SMAD4,BCAS3
SMAD4,BNIP2
SMAD4,BRWD1
SMAD4,C8B
SMAD4,CACHD1
SMAD4,CGGBP1
SMAD4,DCDC1
SMAD4,FER
SMAD4,FLNB
SMAD4,FOXP1
SMAD4,FOXP3
SMAD4,GPR176
SMAD4,IL23R
SMAD4,KIFC3
SMAD4,MAGI2
SMAD4,MAP3K3
SMAD4,MCC
SMAD4,MCTP2
SMAD4,MYO5B
SMAD4,NCOA1
SMAD4,NCOA2
SMAD4,PHACTR2
SMAD4,PLCB1
SMAD4,PTBP2
SMAD4,PXN
SMAD4,RHO
SMAD4,SAMD11
SMAD4,SLC13A3
SMAD4,SMAD2
SMAD4,SPIN1
SMAD4,STAG1
SMAD4,SYNJ1
SMAD4,TEAD1
SMAD4,TMTC1
SMAD4,TRIM13
SMAD4,ULK2
SMAD4,ZNF664
SMAD4,ZNF846
SMAD5,ARID1B
SMAD5,ATXN2
SMAD5,DMTF1
SMAD5,HMGB1
SMAD5,HNRNPA3
SMAD5,NR3C1
SMAD5,REV1
SMAD5,RHOBTB3
SMAD5,SMC4
SMAD5,SP3
SNAI2,ACOT7
SNAI2,ADAM8
SNAI2,ADAP1
SNAI2,ADGRB2
SNAI2,AGPAT3
SNAI2,ANK1
SNAI2,ARHGEF16
SNAI2,ARHGEF3
SNAI2,BRI3
SNAI2,C1QTNF1
SNAI2,CCDC187
SNAI2,CCDC57
SNAI2,CCDC88C
SNAI2,CLSTN1
SNAI2,CRISPLD2
SNAI2,CROCC
SNAI2,DAB2IP
SNAI2,DLGAP4
SNAI2,DOCK9
SNAI2,EGFR
SNAI2,EPS8L2
SNAI2,FAM110C
SNAI2,FAM160A1
SNAI2,FARP1
SNAI2,FGD2
SNAI2,FKBP5
SNAI2,HPCAL1
SNAI2,JAG2
SNAI2,KDM4B
SNAI2,KIFC3
SNAI2,LAMA3
SNAI2,LONP1
SNAI2,LRP1
SNAI2,LRRFIP1
SNAI2,MAFK
SNAI2,MBP
SNAI2,MED15
SNAI2,MKNK2
SNAI2,MPRIP
SNAI2,NADSYN1
SNAI2,NEDD4L
SNAI2,NOTCH1
SNAI2,NSD2
SNAI2,NTMT1
SNAI2,NUDT14
SNAI2,PARVB
SNAI2,PIEZO1
SNAI2,PRKAG2
SNAI2,RBCK1
SNAI2,SEMA4B
SNAI2,SERINC2
SNAI2,SH3PXD2B
SNAI2,SKI
SNAI2,SLC25A10
SNAI2,SPIDR
SNAI2,SULT2B1
SNAI2,SUN1
SNAI2,TACC2
SNAI2,TTYH3
SNAI2,VASP
SNAI2,VGLL4
SNAI2,WSCD1
SNAPC4,ANAPC7
SNAPC4,BRF1
SNAPC4,CACTIN
SNAPC4,DLK2
SNAPC4,DNMT1
SNAPC4,ELAC2
SNAPC4,FBXL19
SNAPC4,LRSAM1
SNAPC4,MBD3
SNAPC4,MYO9B
SNAPC4,NUP85
SNAPC4,PARP2
SNAPC4,PASK
SNAPC4,PELP1
SNAPC4,PRPF31
SNAPC4,PRR19
SNAPC4,QTRT1
SNAPC4,RAB40C
SNAPC4,RINT1
SNAPC4,SCAP
SNAPC4,SH2D3A
SNAPC4,SPG7
SNAPC4,TAB1
SNAPC4,TBCD
SNAPC4,TECPR1
SNAPC4,TMEM259
SNAPC4,WDR59
SNAPC4,WDR74
SNAPC4,ZBTB48
SNAPC4,ZNF335
SOX10,AFF3
SOX10,ANK3
SOX10,ANKRD28
SOX10,ARNT2
SOX10,BCAR3
SOX10,BNC2
SOX10,CCN3
SOX10,CPVL
SOX10,FGGY
SOX10,GAS7
SOX10,GHR
SOX10,HDAC9
SOX10,IGF1R
SOX10,MBNL2
SOX10,MDGA2
SOX10,MYO1E
SOX10,NEDD4L
SOX10,PDE4D
SOX10,PLCG1
SOX10,SH3KBP1
SOX10,SLC2A9
SOX10,SORBS1
SOX10,SORBS2
SOX10,SPTBN1
SOX10,TRAF3IP2
SOX10,TRIM2
SOX10,UNC5C
SOX10,VPS13D
SOX10,ZFC3H1
SOX11,AFF3
SOX11,ANK2
SOX11,ATP10B
SOX11,CACHD1
SOX11,CDH11
SOX11,CHODL
SOX11,COL28A1
SOX11,DMD
SOX11,DOCK4
SOX11,DST
SOX11,EPHA7
SOX11,ERC1
SOX11,GRIA2
SOX11,MAP4K4
SOX11,MECOM
SOX11,MID1
SOX11,NEDD4L
SOX11,PCLO
SOX11,PTK2
SOX11,RAPGEF4
SOX11,RAPGEF5
SOX11,RIMS1
SOX11,RIMS2
SOX11,RP1
SOX11,RUNX1
SOX11,SOX5
SOX11,TANC1
SOX11,TEAD1
SOX11,ZBTB20
SOX13,AFF1
SOX13,AXIN2
SOX13,BMF
SOX13,CARD10
SOX13,CBX2
SOX13,CFLAR
SOX13,CLMN
SOX13,CTDSP1
SOX13,DAB2IP
SOX13,DUSP6
SOX13,EPS8
SOX13,FOXP1
SOX13,FRY
SOX13,GPRC5C
SOX13,HLF
SOX13,JAG1
SOX13,KIAA1217
SOX13,KYAT1
SOX13,LIMD1
SOX13,MAP4K4
SOX13,MTSS1
SOX13,MYOM1
SOX13,NID1
SOX13,NKD1
SOX13,NR2F2
SOX13,PIK3R1
SOX13,PIM1
SOX13,PTP4A1
SOX13,RCAN1
SOX13,RERE
SOX13,RGS12
SOX13,SCARB1
SOX13,SERPINA1
SOX13,SMOC1
SOX13,SORBS3
SOX13,SOX5
SOX13,SOX6
SOX13,SYN3
SOX13,TGIF1
SOX13,TTLL4
SOX2,ABCB5
SOX2,ABCC12
SOX2,ACKR3
SOX2,ADGRG6
SOX2,AFAP1
SOX2,ALDH1A2
SOX2,ALG6
SOX2,ANK3
SOX2,APLNR
SOX2,ARHGEF10L
SOX2,ATL1
SOX2,BANF2
SOX2,BNC2
SOX2,C1orf87
SOX2,C2CD2
SOX2,C9orf131
SOX2,CACHD1
SOX2,CCDC57
SOX2,CCDC88A
SOX2,CHAT
SOX2,COL15A1
SOX2,COL22A1
SOX2,CRYL1
SOX2,CTAGE1
SOX2,DCDC1
SOX2,DCX
SOX2,DEPDC5
SOX2,DPF1
SOX2,DSG4
SOX2,EHBP1
SOX2,ELAVL4
SOX2,EPB41L1
SOX2,ERCC4
SOX2,EYA2
SOX2,FABP6
SOX2,FMNL3
SOX2,FNDC3A
SOX2,FSIP1
SOX2,FSTL5
SOX2,FTO
SOX2,GADD45A
SOX2,GHR
SOX2,GLIS3
SOX2,GNAS
SOX2,GNG2
SOX2,GNG8
SOX2,GPM6B
SOX2,GPT2
SOX2,H6PD
SOX2,HIPK3
SOX2,HNRNPR
SOX2,IKBIP
SOX2,JAKMIP2
SOX2,KIAA0319L
SOX2,KIAA1217
SOX2,KIAA2026
SOX2,KIF26B
SOX2,KIT
SOX2,KLHL3
SOX2,KMT2C
SOX2,LANCL2
SOX2,LDLRAD4
SOX2,LGALS12
SOX2,LTF
SOX2,MAFB
SOX2,MAP2
SOX2,MAP4K3
SOX2,MARF1
SOX2,MID1
SOX2,MPDZ
SOX2,MPHOSPH6
SOX2,MTCL1
SOX2,MYO1E
SOX2,MYOM3
SOX2,NDUFA4L2
SOX2,NECTIN1
SOX2,NEK2
SOX2,NEXN
SOX2,NFIB
SOX2,NKAIN2
SOX2,NMNAT2
SOX2,NOD2
SOX2,NPVF
SOX2,NRCAM
SOX2,NREP
SOX2,PARVG
SOX2,PCBP3
SOX2,PDCD1LG2
SOX2,PDE2A
SOX2,PDIA4
SOX2,PEG3
SOX2,PGAP2
SOX2,PHEX
SOX2,PKHD1
SOX2,PLPP1
SOX2,PLPP7
SOX2,PLXNB1
SOX2,PRG2
SOX2,PTPRG
SOX2,PTPRT
SOX2,PTPRZ1
SOX2,PYROXD2
SOX2,RANGAP1
SOX2,RELN
SOX2,RIC3
SOX2,RIMS1
SOX2,RRAS2
SOX2,RTL6
SOX2,S100A10
SOX2,SDC3
SOX2,SLC14A2
SOX2,SLC29A3
SOX2,SLC35F1
SOX2,SLC44A2
SOX2,SMO
SOX2,SPEG
SOX2,SRPRB
SOX2,STMN3
SOX2,SYNE1
SOX2,TADA3
SOX2,TGIF1
SOX2,TIAM1
SOX2,TJP1
SOX2,TMEM178A
SOX2,TNFRSF8
SOX2,TNPO3
SOX2,TSN
SOX2,TST
SOX2,USP47
SOX2,VSNL1
SOX2,XPO1
SOX2,YLPM1
SOX2,YPEL1
SOX2,ZNF532
SOX4,DICER1
SOX6,ANK3
SOX6,APLF
SOX6,ATP2B4
SOX6,BCOR
SOX6,DNAJC6
SOX6,DUSP10
SOX6,EPB41L2
SOX6,FAM49B
SOX6,GTDC1
SOX6,KIAA1324L
SOX6,LDLR
SOX6,LYN
SOX6,MAGI1
SOX6,NEK5
SOX6,NFASC
SOX6,PARD3B
SOX6,PDE11A
SOX6,PIP5K1B
SOX6,PLLP
SOX6,PPFIBP2
SOX6,SCARB1
SOX6,SEPTIN9
SOX6,SMAD3
SOX6,SOX5
SOX6,SOX6
SOX6,STXBP5
SOX6,TBC1D14
SOX6,TGIF1
SOX6,UTRN
SOX6,ZEB2
SOX6,ZFPM2
SOX9,ADGRG1
SOX9,ARHGEF16
SOX9,BCAR3
SOX9,CHD2
SOX9,CHD8
SOX9,CLCN3
SOX9,CLDN4
SOX9,CTNND1
SOX9,DCUN1D4
SOX9,EFNA5
SOX9,EHF
SOX9,ELF3
SOX9,ENC1
SOX9,EPB41
SOX9,EPB41L1
SOX9,ERBB2
SOX9,ESRP2
SOX9,FAM102A
SOX9,FBXL19
SOX9,FOXP1
SOX9,GFOD1
SOX9,GIPR
SOX9,GRHL2
SOX9,JUP
SOX9,KIAA0319L
SOX9,KMT2B
SOX9,KRT18
SOX9,KRT8
SOX9,LLGL2
SOX9,MAFB
SOX9,MAL2
SOX9,MAP3K11
SOX9,MARCKSL1
SOX9,MECOM
SOX9,MYH14
SOX9,NAALADL2
SOX9,NADK
SOX9,NDUFAF6
SOX9,NEDD4L
SOX9,NFIB
SOX9,NMT1
SOX9,PPFIA3
SOX9,PTK6
SOX9,PTMA
SOX9,RBM47
SOX9,RGS3
SOX9,SCNN1A
SOX9,SEPTIN9
SOX9,SERP1
SOX9,SH2D6
SOX9,SH3KBP1
SOX9,SPINT1
SOX9,SUN1
SOX9,SYBU
SOX9,SYT7
SOX9,SYTL2
SOX9,TRAF4
SOX9,UBR4
SOX9,WEE1
SOX9,WWC1
SOX9,ZBTB7C
SP1,ABR
SP1,AHNAK
SP1,ARID1A
SP1,ARID3A
SP1,ATF7IP
SP1,BAZ2A
SP1,BBC3
SP1,BCL9
SP1,BICRAL
SP1,CDYL
SP1,CHD9
SP1,CHRNA7
SP1,CIRBP
SP1,CMIP
SP1,ERGIC1
SP1,FAAP20
SP1,FGFR3
SP1,GAS7
SP1,HNRNPF
SP1,HPCAL1
SP1,HSD11B2
SP1,IFT81
SP1,ITPR2
SP1,KCTD11
SP1,KDM2A
SP1,MACF1
SP1,MGMT
SP1,MIDN
SP1,MKNK2
SP1,MNT
SP1,MYLK
SP1,PER1
SP1,PLEC
SP1,PPARD
SP1,PPFIA3
SP1,PPP2R5C
SP1,PTCH1
SP1,RERE
SP1,SBNO2
SP1,SEPTIN9
SP1,SH3KBP1
SP1,SIN3A
SP1,SLC6A6
SP1,SNAP25
SP1,TBC1D8
SP1,TBCD
SP1,TRIP10
SP1,TTYH3
SP1,USP3
SP1,VPS13D
SP1,ZFP36
SP2,ARHGEF1
SP2,BCAS3
SP2,CHD8
SP2,HNRNPUL1
SP2,JUP
SP2,MIA3
SP2,MON1B
SP2,NFYC
SP2,NRL
SP2,NUP214
SP2,RERE
SP2,RFWD3
SP2,SAP130
SP2,SCAF8
SP2,SOD2
SP2,USP16
SP2,ZNF768
SP2,ZSCAN25
SP3,CYP46A1
SP3,FGFR3
SP3,RET
SP4,APOE
SP4,ASAH1
SP4,ATP8B3
SP4,BAZ2B
SP4,BICRAL
SP4,CCDC114
SP4,CDC42EP4
SP4,CFL1
SP4,DDX54
SP4,DLC1
SP4,FCHO1
SP4,GPR137
SP4,GTF2A1
SP4,HNRNPA3
SP4,HYOU1
SP4,ILF3
SP4,JADE1
SP4,KANSL1
SP4,KCNC3
SP4,KCNIP2
SP4,LTBP4
SP4,MAD2L2
SP4,MAN2A1
SP4,MAT2B
SP4,MGA
SP4,MUS81
SP4,MXI1
SP4,MYADM
SP4,NECTIN2
SP4,NFYC
SP4,NMT2
SP4,NR1H2
SP4,NUDT8
SP4,PCM1
SP4,PPFIA3
SP4,PSIP1
SP4,PTPN4
SP4,RABEP2
SP4,RERE
SP4,RTBDN
SP4,SAP130
SP4,SEPTIN9
SP4,SLC12A5
SP4,SLC1A5
SP4,SNX8
SP4,SP3
SP4,SPTBN4
SP4,STAG2
SP4,SYDE2
SP4,THRA
SP4,TMEM18
SP4,TRPM7
SP4,TSPAN9
SPI1,ABCG1
